Index,Author,Compound,Tech,RL_inf,Influent,RL_eff,Effluent,Type,,,,,,,,
1,Kim,Diltiazem,Membrane Bioreactor,1.2,1300,0.3,345,Antihypertensive,,,,,,,,
23,Hijosa-Valsero,Caffeine,Constructed Wetland,,44630,,11860,Stimulant,,,,,,,,
30,Hijosa-Valsero,2-Hydroxy-ibuprofen,Constructed Wetland,,12100,,3220,Drug Metabolite,,,,,,,,
22,Li,Josamycin,UF,0.05,0.86,0.05,0.23,Antibiotic,,,,,,,,
1,Kim,Warfarin,Membrane Bioreactor,6,6.11,1.5,1.64,Anticoagulant,,,,,,,,
28,Chiu,Diclofenac,UV,0.4,160,0.4,43,Anti-inflammatory,,,,,,,,
3,Sim,Mefenamic acid,Biological Filtration System,1,119,1,32,Anti-inflammatory,,,,,,,,
1,Kim,Diltiazem,Membrane Bioreactor,1.2,1330,0.3,358,Antihypertensive,,,,,,,,
30,Hijosa-Valsero,Naproxen,Constructed Wetland,,1740,,470,Anti-inflammatory,,,,,,,,
2,Margot,Benzotriazole,"Ozone, Sand Filter",4.1,9224,4.1,2501.28,Corrosion inhibitor,,,,,,,,
25,Carmona,Chloramphenicol,"Filtration, UV",10,11,3,3,Antibiotic,,,,,,,,
2,Margot,Diuron,"Ozone, Sand Filter",13.7,69,13.7,18.9,Herbicide,,,,,,,,
19,Stamatis,Penconazole,Sand Filter/Chlorine,16,47.19,10,12.98,Pesticide,,,,,,,,
30,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,10400,,2870,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Galaxolide ,Constructed Wetland,,3840,,1060,Fragrance,,,,,,,,
2,Margot,Fenofibric Acid,"Powdered Activated Carbon, Ultrafiltration",20,390,20,107.8,Fibric Acid,,,,,,,,
30,Hijosa-Valsero,Carboxy-ibuprofen,Constructed Wetland,,7840,,2170,Drug Metabolite,,,,,,,,
3,Sim,Naproxen,SF/AC,12,278,12,77,Anti-inflammatory,,,,,,,,
2,Margot,Eprosartan,"Powdered Activated Carbon, Ultrafiltration",20,1105,20,308,Antihypertensive,,,,,,,,
39,Estrada-Arriaga,4-Epitetracycline,UV,11.6,51.5,11.6,14.4,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Tonalide,Constructed Wetland,,250,,70,Musk,,,,,,,,
7,Oliveira,Modafinil Acid,UV,,320,,90,Drug Metabolite,,,,,,,,
7,Oliveira,Codeine,UV,,390,,110,Opioid,,,,,,,,
7,Oliveira,Theophylline,UV,,6870,,1950,Bronchodilator,,,,,,,,
21,Le-Minh,17-α ostradiol (a-E2),MBR,,35,,10,Hormone,,,,,,,,
7,Oliveira,Nifedipine,UV,,70,,20,Antihypertensive,,,,,,,,
21,Le-Minh,Sulfapyridine,MBR,,1307,,375,Antibiotic,,,,,,,,
1,Kim,Sulfamethoxazole,Membrane Bioreactor,0.6,1630,2.4,468,Antibiotic,,,,,,,,
7,Oliveira,Theobromine,UV,,13950,,4010,Food,,,,,,,,
10,He,Galaxolide,MBR,0.4,306,0.4,88,Fragrance,,,,,,,,
23,Hijosa-Valsero,Naproxen,Constructed Wetland,,7810,,2250,Anti-inflammatory,,,,,,,,
11,Dolar,Metoprolol,MBR,9.58,49,9.58,14.13,Beta-Blocker,,,,,,,,
20,Zuccato,Ciprofloxacin,UV,,513,,148,Antibiotic,,,,,,,,
5,Li,Sulfamethoxazole,Chlorine,,163,,47.1,Antibiotic,,,,,,,,
37,Matamoros,Furosemide,Constructed Wetland,,4650,,1348.5,Diuretic,,,,,,,,
37,Matamoros,OH-Ibuprofen,Constructed Wetland,,3450,,1000.5,Drug Metabolite,,,,,,,,
7,Oliveira,Ritalinic Acid,UV,,310,,90,Drug metabolite,,,,,,,,
25,Carmona,THCCOOH,"Filtration, UV",1.5,2591,1,753,Illicit Drug,,,,,,,,
11,Dolar,Sotalol,MBR,6.26,118,6.26,34.36,Beta-Blocker,,,,,,,,
8,Rodriguez-Mozaz,Diuron,UV,202.5,202.5,7.4,59,Herbicide,,,,,,,,
8,Rodriguez-Mozaz,MCPA,MF,6.7,29,2.1,8.5,Herbicide,,,,,,,,
24,Li,Triclocarban,"Aerated Lanoons (2), Sand Tank",4.2,829,0.29,243,Antibacterial,,,,,,,,
1,Kim,Ranitidine,Membrane Bioreactor,,801,,239,Antihistamine,,,,,,,,
7,Oliveira,Gemfibrozil,UV,,760,,230,Lipid Regulator,,,,,,,,
21,Le-Minh,17β-Estradiol,MBR,,33,,10,Hormone,,,,,,,,
7,Oliveira,Acetaminophen,UV,,55050,,16720,Anti-inflammatory,,,,,,,,
41,Yang,Levofloxacin,MF,200,460,50,140,Antibiotic,,,,,,,,
15,Zorita,Norfloxacin,Sand Filter,5.5,18,5.5,5.5,Antibiotic,,,,,,,,
9,Sahar,Sulfamethoxazole,MBR,5,298,5,91.2,Antibiotic,,,,,,,,
5,Li,Ciprofloxacin,Chlorine,,98.6,,30.2,Antibiotic,,,,,,,,
2,Margot,Iohexol,"Powdered Activated Carbon, Ultrafiltration",2177.3,21275,2177.3,6532.13,Iodinated contrast medium,,,,,,,,
2,Margot,Atenolol acid,"Ozone, Sand Filter",10,1550,10,476,Drug Metabolite,,,,,,,,
18,Rosal,Codeine,Ozone,40,521,40,160,Opioid,,,,,,,,
6,Behera,Trimethoprim,UV,0.142,205,0.142,63,Antibiotic,,,,,,,,
2,Margot,Diclofenac,"Powdered Activated Carbon, Ultrafiltration",1.2,1197,1.2,367.97,Anti-inflammatory,,,,,,,,
31,Bo,Diclofenac,UV,0.8,22800,0.8,7010,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,10-Hydroxy-amitriptyline,ClO2,0.29,0.942,0.29,0.29,Drug metabolite,,,,,,,,
5,Li,Erythromycin-H2O,Chlorine,,340,,105,Drug metabolite,,,,,,,,
28,Chiu,Trimethoprim,UV,0.1,840,0.1,260,Antibiotic,,,,,,,,
11,Dolar,Clopidogrel,MBR,8.76,124,8.76,38.44,Blood thinner,,,,,,,,
11,Dolar,Sulfamethoxazole,MBR,6.83,102,6.83,31.62,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,MCPA,UV,6.7,29,2.1,9,Herbicide,,,,,,,,
7,Oliveira,Ranitidine,UV,,3860,,1200,Antihistamine,,,,,,,,
21,Le-Minh,Sulfamethoxazole,MBR,,1740,,542,Antibiotic,,,,,,,,
3,Sim,Caffiene,SF/AC,13,56100,13,17500,Stimulant,,,,,,,,
41,Yang,Tetracycline,MF,50,160,50,50,Antibiotic,,,,,,,,
1,Kim,Azithromycin,Membrane Bioreactor,1.5,444,6,139,Antibiotic,,,,,,,,
5,Li,Ciprofloxacin,Chlorine,,172,,53.9,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Diclofenac,Constructed Wetland,,2730,,860,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Galaxolide ,Constructed Wetland,,3840,,1220,Fragrance,,,,,,,,
18,Rosal,N-formyl-4-amino-antipiryne (4-FAA),Ozone,33,17597,33,5593,Drug Metabolite,,,,,,,,
5,Li,Sulfadiazine,Chlorine,,4.4,,1.4,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Atenolol,UV,1.55,277,1.55,88.2,Beta-Blocker,,,,,,,,
2,Margot,Clindamycin,"Powdered Activated Carbon, Ultrafiltration",0.2,65,0.2,20.7,Antibiotic,,,,,,,,
2,Margot,Irgarol,"Ozone, Sand Filter",1,16,1,5.1,Algicide,,,,,,,,
24,Li,Diphenhydramine,"Aerated Lanoons (2), Sand Tank",2.9,1570,0.66,501,Antihistamine,,,,,,,,
30,Hijosa-Valsero,Tonalide,Constructed Wetland,,250,,80,Musk,,,,,,,,
39,Estrada-Arriaga,Miconazole,UV,2.9,9.05,2.9,2.9,Antifungal,,,,,,,,
25,Carmona,Bezafibrate,"Filtration, UV",5,53,1,17,Lipid Regulator,,,,,,,,
2,Margot,Valsartan,"Powdered Activated Carbon, Ultrafiltration",5,2250,5,735,Antihypertensive,,,,,,,,
38,Knopp,Diatrizoate,GAC,25,5200,25,1700,Iodinated contrast medium,,,,,,,,
3,Sim,Lincomycin,SF/AC,18,315,18,103,Antibiotic,,,,,,,,
13,Kosma,Naproxen,Chlorine,43.7,11600,43.7,3800,Anti-inflammatory,,,,,,,,
5,Li,Tetracycline,Chlorine,,59.8,,19.6,Antibiotic,,,,,,,,
11,Dolar,Propranolol,MBR,69.54,183,69.54,60.37,Beta-Blocker,,,,,,,,
11,Dolar,Diazepam,MBR,13.82,17,13.82,5.61,Sedative,,,,,,,,
2,Margot,Fluconazole,"Powdered Activated Carbon, Ultrafiltration",20,120,20,39.6,Antifungal,,,,,,,,
2,Margot,Mecoprop,"Powdered Activated Carbon, Ultrafiltration",9.6,386,9.6,127.4,Herbicide,,,,,,,,
18,Rosal,4-methylaminoantipyrine (4-MAA),Ozone,5,880,5,291,Drug Metabolite,,,,,,,,
16,Ávila,Bisphenol A,Constructed Wetland,,4060,,1350,Plastic Component,,,,,,,,
1,Kim,Ranitidine,Membrane Bioreactor,,460,,153,Antihistamine,,,,,,,,
13,Kosma,Naproxen,"Anarobic/Anoxic tanks, Sand filter, Chlorine",43.7,1500,43.7,500,Anti-inflammatory,,,,,,,,
16,Ávila,Triclosan,Constructed Wetland,,150,,50,Antifungal,,,,,,,,
16,Ávila,Triclosan,Constructed Wetland,,150,,50,Antifungal,,,,,,,,
23,Hijosa-Valsero,Diclofenac,Flaculative Pond,,2730,,910,Anti-inflammatory,,,,,,,,
23,Hijosa-Valsero,Ketoprofen,Flaculative Pond,,4590,,1530,Anti-inflammatory,,,,,,,,
7,Oliveira,Acebutolol,UV,,30,,10,Beta blocker,,,,,,,,
7,Oliveira,Acebutolol,UV,,90,,30,Beta blocker,,,,,,,,
39,Estrada-Arriaga,Oxytetracycline,ClO2,10.6,31.7,10.6,10.6,Antibiotic,,,,,,,,
30,Hijosa-Valsero,1-Hydroxy-ibuprofen,Constructed Wetland,,11200,,3750,Drug Metabolite,,,,,,,,
9,Sahar,Sulfamethoxazole,UF,5,298,5,100,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Galaxolide ,Constructed Wetland,,3840,,1290,Fragrance,,,,,,,,
23,Hijosa-Valsero,Naproxen,Flaculative Pond,,7810,,2640,Anti-inflammatory,,,,,,,,
26,Gerrity,N-nitrosomorpholine,Ozone,10,65,10,22,Pesticide?,,,,,,,,
1,Kim,Sulfamethoxazole,Membrane Bioreactor,0.6,1060,2.4,362,Antibiotic,,,,,,,,
7,Oliveira,Famotidine,UV,,790,,270,Antihistamine,,,,,,,,
3,Sim,Erythromycin-H20,UV,22,383,22,131,Drug metabolite,,,,,,,,
2,Margot,Iopromide,"Powdered Activated Carbon, Ultrafiltration",2044.6,6408,2044.6,2194.73,Iodinated contrast medium,,,,,,,,
2,Margot,Venlafaxine,"Powdered Activated Carbon, Ultrafiltration",10,235,10,81,Antidepressant,,,,,,,,
38,Knopp,Diatrizoate,"GAC, ae",25,5200,25,1800,Iodinated contrast medium,,,,,,,,
7,Oliveira,Paraxanthine,UV,,4420,,1530,Stimulant,,,,,,,,
22,Li,Enrofloxacin,UF,0.1,3.55,0.1,1.23,Antibiotic,,,,,,,,
5,Li,Sulfamethoxazole,Chlorine,,194,,67.4,Antibiotic,,,,,,,,
28,Chiu,Primidone,UV,0.1,660,0.1,230,Anticonvulsant,,,,,,,,
37,Matamoros,CA-Ibuprofen,Constructed Wetland,,2450,,857.5,Drug Metabolite,,,,,,,,
37,Matamoros,Ibuprofen,Constructed Wetland,,1950,,682.5,Anti-inflammatory,,,,,,,,
8,Rodriguez-Mozaz,Azythromycin,MF,6.1,672.5,1.3,236,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Azythromycin,UV,6.1,672.5,1.3,237.5,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Atorvastatin,ClO2,3.51,9.93,3.51,3.51,Statins,,,,,,,,
4,Urtiaga,Caffeine,Ultrafiltration,,17725,,6288,Stimulant,,,,,,,,
23,Hijosa-Valsero,Caffeine,Flaculative Pond,,44630,,15850,Stimulant,,,,,,,,
6,Behera,Atenolol,UV,2.472,7801,2.472,2772,Beta-Blocker,,,,,,,,
3,Sim,Mefenamic acid,SF,1,121,1,43,Anti-inflammatory,,,,,,,,
2,Margot,Oxazepam,"Powdered Activated Carbon, Ultrafiltration",20,305,20,108.5,Sedative,,,,,,,,
30,Hijosa-Valsero,Naproxen,Constructed Wetland,,1740,,620,Anti-inflammatory,,,,,,,,
18,Rosal,Ofloxacin,Ozone,33,2275,33,816,Antibiotic,,,,,,,,
19,Stamatis,Cyproconazole,Sand Filter/Chlorine,24,313.6,15,112.5,Fungicide,,,,,,,,
3,Sim,Mefenamic acid,Chlorine,1,192,1,69,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Galaxolide ,Constructed Wetland,,3840,,1380,Fragrance,,,,,,,,
30,Hijosa-Valsero,Tonalide,Constructed Wetland,,250,,90,Musk,,,,,,,,
30,Hijosa-Valsero,Tonalide,Constructed Wetland,,250,,90,Musk,,,,,,,,
2,Margot,Ritonavir,"Powdered Activated Carbon, Ultrafiltration",20,110,20,39.6,Antiviral,,,,,,,,
39,Estrada-Arriaga,Sulfadiazine,UV,8.34,1190,8.34,429,Antibiotic,,,,,,,,
16,Ávila,Diclofenac,Constructed Wetland,,770,,280,Anti-inflammatory,,,,,,,,
8,Rodriguez-Mozaz,Mecoprop,MF,11.2,66,3.4,24,Herbicide,,,,,,,,
3,Sim,Carbamazepine,Chlorine,4,481,4,175,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,10-Hydroxy-amitriptyline,UV,0.29,2.24,0.29,0.815,Drug metabolite,,,,,,,,
2,Margot,Valsartan,"Ozone, Sand Filter",5,2250,5,819,Antihypertensive,,,,,,,,
1,Kim,Ranitidine,Membrane Bioreactor,,359,,131,Antihistamine,,,,,,,,
38,Knopp,Diatrizoate,Biofilter,25,5200,25,1900,Iodinated contrast medium,,,,,,,,
2,Margot,Primidone,"Ozone, Sand Filter",0.7,114,0.7,41.71,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Diltiazem,UV,0.86,19,0.86,6.97,Antihypertensive,,,,,,,,
39,Estrada-Arriaga,Ofloxacin,UV,2.9,790,2.9,291,Antibiotic,,,,,,,,
13,Kosma,Gemfibrozil,Chlorine,21.4,2700,21.4,1000,Lipid Regulator,,,,,,,,
23,Hijosa-Valsero,Naproxen,Constructed Wetland,,270,,100,Anti-inflammatory,,,,,,,,
5,Li,Ciprofloxacin,Chlorine,,235,,87.5,Antibiotic,,,,,,,,
5,Li,Ciprofloxacin,Chlorine,,106,,39.8,Antibiotic,,,,,,,,
3,Sim,Carbamazepine,UV,4,450,4,170,Anticonvulsant,,,,,,,,
1,Kim,Diazepam,Membrane Bioreactor,1.2,2.09,0.3,0.791,Sedative,,,,,,,,
30,Hijosa-Valsero,Naproxen,Constructed Wetland,,1740,,660,Anti-inflammatory,,,,,,,,
5,Li,Roxithromycin,Chlorine,,141,,53.5,Antibiotic,,,,,,,,
11,Dolar,Propranolol,RO,69.54,183,69.54,69.54,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,Amphetamine,UV - ClO2,6.24,16.4,6.24,6.24,Stimulant,,,,,,,,
5,Li,Roxithromycin,Chlorine,,4.2,,1.6,Antibiotic,,,,,,,,
18,Rosal,Fluoxethine,Ozone,3,585,3,223,Antidepressant?,,,,,,,,
23,Hijosa-Valsero,Caffeine,Flaculative Pond,,12620,,4820,Stimulant,,,,,,,,
5,Li,Trimethoprim,Chlorine,,151,,57.7,Antibiotic,,,,,,,,
5,Li,Trimethoprim,Chlorine,,136,,52,Antibiotic,,,,,,,,
24,Li,Gemfibrozil,"Aerated Lanoons (2), Sand Tank",5.9,1140,0.47,436,Lipid Regulator,,,,,,,,
5,Li,Trimethoprim,Chlorine,,172,,65.8,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,1070,,410,Anti-inflammatory,,,,,,,,
38,Knopp,Diatrizoate,"Biofilter, ae",25,5200,25,2000,Iodinated contrast medium,,,,,,,,
2,Margot,Iopamidol,"Powdered Activated Carbon, Ultrafiltration",145.4,3360,145.4,1292.85,Iodinated contrast medium,,,,,,,,
18,Rosal,Diuron,Ozone,0.7,109,0.7,42,Herbicide,,,,,,,,
39,Estrada-Arriaga,Atorvastatin,UV - ClO2,3.51,9.1,3.51,3.51,Statins,,,,,,,,
5,Li,Norfloxacin,Chlorine,,75.9,,29.3,Antibiotic,,,,,,,,
21,Le-Minh,Trimethoprim,UV,,858,,332,Antibiotic,,,,,,,,
13,Kosma,Paracetamol,Chlorine,35,9300,35,3600,Analgesic,,,,,,,,
39,Estrada-Arriaga,DEET,UV,1.16,239,1.16,93,Insecticide,,,,,,,,
39,Estrada-Arriaga,Norverapamil,UV,0.29,5.83,0.29,2.27,Drug Metabolite,,,,,,,,
10,He,Diethylstilbestrol,MBR,0.3,421,0.3,164,Hormone,,,,,,,,
18,Rosal,Naproxen,Ozone,24,2363,24,923,Anti-inflammatory,,,,,,,,
7,Oliveira,Cimetidine,UV,,510,,200,Antihistamine,,,,,,,,
2,Margot,Iomeprol,"Powdered Activated Carbon, Ultrafiltration",306.9,12267,306.9,4845.64,Iodinated contrast medium,,,,,,,,
21,Le-Minh,17β-Estradiol,MBR,,25,,10,Hormone,,,,,,,,
7,Oliveira,Sulfadiazine,UV,,50,,20,Antibiotic,,,,,,,,
15,Zorita,Clofibric acid,Sand Filter,1.1,53.5,1.1,21.5,Herbicide,,,,,,,,
30,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,10400,,4180,Anti-inflammatory,,,,,,,,
18,Rosal,Furosemide,Ozone,160,413,160,166,Diuretic,,,,,,,,
22,Li,Ofloxacin,UF,0.2,2794,0.2,1129,Antibiotic,,,,,,,,
5,Li,Roxithromycin,Chlorine,,8.9,,3.6,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Methyl dihydrojasmonate,Flaculative Pond,,1260,,510,Fragrance,,,,,,,,
21,Le-Minh,Sulfamethoxazole,MBR,,735,,300,Antibiotic,,,,,,,,
20,Zuccato,Sulfamethoxazole,UV,,246,,101,Antibiotic,,,,,,,,
39,Estrada-Arriaga,DEET,UV - ClO2,1.16,78.6,1.16,32.3,Insecticide,,,,,,,,
20,Zuccato,L-floxacin/ofloxacin,UV,,463,,191,Antibiotic,,,,,,,,
19,Stamatis,Tebuconazole,Sand Filter/Chlorine,24,564.1,15,232.9,Fungicide,,,,,,,,
7,Oliveira,Diphenhydramine,UV,,580,,240,Antihistamine,,,,,,,,
30,Hijosa-Valsero,Carbamazepine,Constructed Wetland,,990,,410,Anticonvulsant,,,,,,,,
1,Kim,Albuterol,Membrane Bioreactor,1.2,10.1,0.3,4.21,Bronchodilators,,,,,,,,
2,Margot,Primidone,"Powdered Activated Carbon, Ultrafiltration",0.7,114,0.7,47.53,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Metoprolol,UV - ClO2,5.9,25.9,5.9,10.8,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,10-Hydroxy-amitriptyline,UV - ClO2,0.29,0.693,0.29,0.29,Drug metabolite,,,,,,,,
3,Sim,Lincomycin,UV,18,399,18,167,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Verapamil,UV,0.29,7.83,0.29,3.28,Antihypertensive,,,,,,,,
7,Oliveira,Ranitidine,UV,,1210,,510,Antihistamine,,,,,,,,
39,Estrada-Arriaga,DEET,ClO2,1.16,78.6,1.16,33.2,Insecticide,,,,,,,,
1,Kim,Ofloxacin,Membrane Bioreactor,1.5,237,6,101,Antibiotic,,,,,,,,
2,Margot,Iopromide,"Ozone, Sand Filter",2044.6,6408,2044.6,2733.06,Iodinated contrast medium,,,,,,,,
39,Estrada-Arriaga,Lincomycin,UV,5.8,204,5.8,87.1,Antibiotic,,,,,,,,
7,Oliveira,Hydromorphone,UV,,70,,30,Opioid Analgesic,,,,,,,,
7,Oliveira,Norverapamil,UV,,70,,30,Drug Metabolite,,,,,,,,
11,Dolar,Metronidazole,RO,208.9,486,208.9,208.9,Antibiotic,,,,,,,,
18,Rosal,Ciprofloxacin,Ozone,10,5524,10,2378,Antibiotic,,,,,,,,
22,Li,Norfloxacin,UF,0.1,1813,0.1,787,Antibiotic,,,,,,,,
5,Li,Ofloxacin,Chlorine,,204,,88.7,Antibiotic,,,,,,,,
7,Oliveira,Atenolol,UV,,1350,,590,Beta-Blocker,,,,,,,,
13,Kosma,Gemfibrozil,"Anarobic/Anoxic tanks, Sand filter, Chlorine",21.4,1600,21.4,700,Lipid Regulator,,,,,,,,
2,Margot,Iopamidol,"Ozone, Sand Filter",145.4,3360,145.4,1470.3,Iodinated contrast medium,,,,,,,,
1,Kim,Ofloxacin,Membrane Bioreactor,1.5,239,6,105,Antibiotic,,,,,,,,
25,Carmona,Thiamphenicol,"Filtration, UV",17,25,14,11,Antibiotic,,,,,,,,
2,Margot,Atrazine,"Ozone, Sand Filter",0.2,21,0.2,9.24,Herbicide,,,,,,,,
2,Margot,Iohexol,"Ozone, Sand Filter",2177.3,21275,2177.3,9418.42,Iodinated contrast medium,,,,,,,,
16,Ávila,Tonalide,Constructed Wetland,,540,,240,Musk,,,,,,,,
15,Zorita,Ofloxacin,Sand Filter,3.3,22.5,3.3,10,Antibiotic,,,,,,,,
18,Rosal,4-aminoantipyrine (4-AA),Ozone,38,1517,38,676,Drug Metabolite,,,,,,,,
1,Kim,Albuterol,Membrane Bioreactor,1.2,11.6,0.3,5.2,Bronchodilators,,,,,,,,
1,Kim,Albuterol,Membrane Bioreactor,1.2,8.16,0.3,3.67,Bronchodilators,,,,,,,,
41,Yang,Diclofenac,MF,100,220,50,99,Anti-inflammatory,,,,,,,,
20,Zuccato,Clarithromycin,UV,,319,,145,Antibiotic,,,,,,,,
41,Yang,Trimethoprim,MF,200,610,100,280,Antibiotic,,,,,,,,
2,Margot,Propiconazole,"Ozone, Sand Filter",6.9,59,6.9,27.2,Fungicide,,,,,,,,
18,Rosal,Clofibric acid,Ozone,6,26,6,12,Herbicide,,,,,,,,
38,Knopp,Diatrizoate,Ozone,25,5200,25,2400,Iodinated contrast medium,,,,,,,,
39,Estrada-Arriaga,Diazepam,ClO2,0.29,2.61,0.29,1.21,Sedative,,,,,,,,
39,Estrada-Arriaga,Furosemide,UV,24.96,173,24.96,80.3,Diuretic,,,,,,,,
22,Li,Lomefloxacin,UF,0.1,63.7,0.1,29.7,Antibiotic,,,,,,,,
18,Rosal,Hydrochlorothiazide,Ozone,2,2514,2,1176,Diuretic,,,,,,,,
8,Rodriguez-Mozaz,Erythromycin,MF,32.4,360.5,3.9,169,Antibiotic,,,,,,,,
7,Oliveira,Diclofenac,UV,,490,,230,Anti-inflammatory,,,,,,,,
7,Oliveira,Diphenhydramine,UV,,910,,430,Antihistamine,,,,,,,,
7,Oliveira,Famotidine,UV,,190,,90,Antihistamine,,,,,,,,
6,Behera,Sulfamethoxazole,UV,0.861,120,0.861,57,Antibiotic,,,,,,,,
3,Sim,Gemfibrozil,Biological Filtration System,10,21,10,10,Lipid Regulator,,,,,,,,
22,Li,Spiramycin,UF,0.1,7.46,0.1,3.57,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Naproxen,Constructed Wetland,,1740,,840,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Naproxen,Constructed Wetland,,1740,,840,Anti-inflammatory,,,,,,,,
22,Li,Sulfapyridine,UF,0.04,451,0.04,218,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Erythromycin,UV,32.4,360.5,3.9,174.5,Antibiotic,,,,,,,,
22,Li,Sulfamethoxazole,UF,0.15,496,0.15,241,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Trimethoprim,UV,0.9,652,0.9,319,Antibiotic,,,,,,,,
2,Margot,Iomeprol,"Ozone, Sand Filter",306.9,12267,306.9,6004.38,Iodinated contrast medium,,,,,,,,
39,Estrada-Arriaga,Clarithromycin,UV - ClO2,2.9,39.8,2.9,19.5,Antibiotic,,,,,,,,
11,Dolar,Carbamazepine,MBR,3.13,83,3.13,40.67,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Albuterol,UV,0.59,16.4,0.59,8.17,Bronchodilator,,,,,,,,
15,Zorita,Estradiol,Sand Filter,1.6,3.2,1.6,1.6,Hormone,,,,,,,,
7,Oliveira,Amitriptyline  ± -E-10-hydroxylated,UV,,20,,10,Antidepressant,,,,,,,,
7,Oliveira,Clenbuterol,UV,,20,,10,Bronchodilators,,,,,,,,
28,Chiu,Diazepam,UV,0.1,6,0.1,3,Sedative,,,,,,,,
7,Oliveira,Dihydromorphine,UV,,20,,10,Opioid,,,,,,,,
7,Oliveira,Erythromycin-anhydro,UV,,20,,10,Drug metabolite,,,,,,,,
7,Oliveira,Glyburide,UV,,20,,10,Antidiabetic,,,,,,,,
7,Oliveira,Sertraline,UV,,40,,20,Antidepressant,,,,,,,,
7,Oliveira,Trazodone,UV,,60,,30,Antidepressant,,,,,,,,
7,Oliveira,Trazodone,UV,,80,,40,Antidepressant,,,,,,,,
1,Kim,Diazepam,Membrane Bioreactor,1.2,1.1,0.3,0.553,Sedative,,,,,,,,
1,Kim,Metoprolol,Membrane Bioreactor,6,597,1.5,302,Beta-Blocker,,,,,,,,
2,Margot,"N,N-didesvenlafaxine","Powdered Activated Carbon, Ultrafiltration",10,250,10,128.7,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Amitriptyline,UV,0.26,4.37,0.26,2.26,Antidepressant,,,,,,,,
11,Dolar,Lorazepam,MBR,19.3,74,19.3,38.48,Sedative,,,,,,,,
2,Margot,Diatrizoic and Iothalamic Acid,"Ozone, Sand Filter",32.8,597,32.8,310.8,Iodinated contrast medium,,,,,,,,
28,Chiu,Sucralose,UV,0.4,4800,0.4,2500,Food,,,,,,,,
16,Ávila,Bisphenol A,Constructed Wetland,,4060,,2120,Plastic Component,,,,,,,,
39,Estrada-Arriaga,Atorvastatin,UV,3.51,15.2,3.51,7.95,Statins,,,,,,,,
39,Estrada-Arriaga,Diphenhydramine,UV,1.16,99.1,1.16,52,Antihistamine,,,,,,,,
2,Margot,Diatrizoic and Iothalamic Acid,"Powdered Activated Carbon, Ultrafiltration",32.8,597,32.8,314.5,Iodinated contrast medium,,,,,,,,
2,Margot,"10,11-Dihydro-10,11-dihydroxy carbamazepine","Powdered Activated Carbon, Ultrafiltration",10,975,10,520,Drug Metabolite,,,,,,,,
7,Oliveira,Sumatriptan,UV,,150,,80,Triptan,,,,,,,,
1,Kim,Diazepam,Membrane Bioreactor,1.2,1.63,0.3,0.871,Sedative,,,,,,,,
23,Hijosa-Valsero,Diclofenac,Flaculative Pond,,670,,360,Anti-inflammatory,,,,,,,,
19,Stamatis,Pyrimethanil,Sand Filter/Chlorine,20,272.3,10,146.5,Fungicide,,,,,,,,
30,Hijosa-Valsero,Carboxy-ibuprofen,Constructed Wetland,,7840,,4220,Drug Metabolite,,,,,,,,
18,Rosal,N-acetyl-4-amino-antipiryne (4-AAA),Ozone,100,8333,100,4489,Drug Metabolite,,,,,,,,
2,Margot,Fenofibric Acid,"Ozone, Sand Filter",20,390,20,210.7,Fibric Acid,,,,,,,,
21,Le-Minh,Trimethoprim,UV,,583,,316,Antibiotic,,,,,,,,
2,Margot,"10,11-Dihydro-10,11-dihydroxy carbamazepine","Ozone, Sand Filter",10,975,10,530,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Naproxen,Constructed Wetland,,1740,,950,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Amphetamine,UV,6.24,102,6.24,56,Stimulant,,,,,,,,
